id,k,name,capacity,additional,single_bed,bathroom,type_name,type_id,free,bed_categories,children_extras,placements,min_price,miles,hotel_id,date
2265481,0,Эконом,6,0,0,1,Шестиместный,36,1,[{'single': 6}],[],"[{'id': 724819, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}, {'id': 724820, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}, {'id': 724821, 'force_prepayment': 0, 'capacity': 3, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}, {'id': 724822, 'force_prepayment': 0, 'capacity': 4, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}, {'id': 724823, 'force_prepayment': 0, 'capacity': 5, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}, {'id': 724824, 'force_prepayment': 0, 'capacity': 6, 'prepayment': 'FULL', 'nonrefundable': 1, 'cancellation_period': 0, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': [], 'rate_id': 992, 'deals': [], 'cancellation_type': 'nonrefundable', 'credit_card': 1, 'bonus': 1200, 'miles': 480, 'mircashback': 600}]",6000.0,480,1970_101hotels,2025-04-10
1855148,0,Классик / Classic,2,0,0,1,Номер,45,5,[{'double': 1}],"[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 493475, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 18500, 'prices': [18500], 'price': 18500, 'old_price': 18500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 3700, 'miles': 1480, 'mircashback': 1850}, {'id': 493476, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 18500, 'prices': [18500], 'price': 18500, 'old_price': 18500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 3700, 'miles': 1480, 'mircashback': 1850}]",18500.0,1480,556415_101hotels,2025-04-10
1855149,0,Комфорт / Comfort,2,1,0,1,Номер,45,6,"[{'single': 2}, {'double': 1}]","[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}]","[{'id': 493477, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 20500, 'prices': [20500], 'price': 20500, 'old_price': 20500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 4100, 'miles': 1640, 'mircashback': 2050}, {'id': 493478, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 20500, 'prices': [20500], 'price': 20500, 'old_price': 20500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 4100, 'miles': 1640, 'mircashback': 2050}]",20500.0,1640,556415_101hotels,2025-04-10
1855150,0,Джуниор Сюит Бизнес / Junior Suite Business,2,1,0,1,Номер,45,3,"[{'single': 2}, {'double': 1}]","[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}, {'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '1'}]","[{'id': 493479, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 23500, 'prices': [23500], 'price': 23500, 'old_price': 23500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 4700, 'miles': 1880, 'mircashback': 2350}, {'id': 493480, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 23500, 'prices': [23500], 'price': 23500, 'old_price': 23500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 4700, 'miles': 1880, 'mircashback': 2350}]",23500.0,1880,556415_101hotels,2025-04-10
1855151,0,Люкс Премьер / Lux Premier,2,1,0,1,Номер,45,1,"[{'single': 1}, {'g-double': 1}]","[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}, {'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '1'}]","[{'id': 493481, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 32500, 'prices': [32500], 'price': 32500, 'old_price': 32500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 6500, 'miles': 2600, 'mircashback': 3250}, {'id': 493482, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 32500, 'prices': [32500], 'price': 32500, 'old_price': 32500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 6500, 'miles': 2600, 'mircashback': 3250}]",32500.0,2600,556415_101hotels,2025-04-10
1855153,0,Джуниор Сюит Президент / Junior Suite President,2,1,0,1,Номер,45,1,[{'g-double': 1}],"[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}, {'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '1', 'extra_bed_type_id': '1'}]","[{'id': 493483, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 55000, 'prices': [55000], 'price': 55000, 'old_price': 55000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 11000, 'miles': 4400, 'mircashback': 5500}, {'id': 493484, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 55000, 'prices': [55000], 'price': 55000, 'old_price': 55000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 11000, 'miles': 4400, 'mircashback': 5500}]",55000.0,4400,556415_101hotels,2025-04-10
1855155,0,Джуниор Сюит Романтик / Junior Suite Romantic,2,0,0,1,Номер,45,3,[{'double': 1}],"[{'number': '1', 'min_age': '0', 'max_age': '4', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 493485, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 28500, 'prices': [28500], 'price': 28500, 'old_price': 28500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 5700, 'miles': 2280, 'mircashback': 2850}, {'id': 493486, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 28500, 'prices': [28500], 'price': 28500, 'old_price': 28500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 13890, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 5700, 'miles': 2280, 'mircashback': 2850}]",28500.0,2280,556415_101hotels,2025-04-10
2279578,0,Джуниор Сьют,2,1,0,1,Полулюкс,4,2,[{'double': 2}],"[{'number': '1', 'min_age': '0', 'max_age': '3', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}, {'number': '1', 'min_age': '3', 'max_age': '18', 'is_extra_bed': '1', 'extra_bed_type_id': '3'}]","[{'id': 854433, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 60000, 'prices': [60000], 'price': 60000, 'old_price': 60000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 12000, 'miles': 4800, 'mircashback': 6000}, {'id': 854434, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 64000, 'prices': [64000], 'price': 64000, 'old_price': 64000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 12800, 'miles': 5120, 'mircashback': 6400}]",60000.0,4800,663295_101hotels,2025-04-10
2279581,0,Авангард,2,0,0,1,Апартаменты,14,1,[{'double': 1}],"[{'number': '1', 'min_age': '0', 'max_age': '3', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 854441, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 75000, 'prices': [75000], 'price': 75000, 'old_price': 75000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 15000, 'miles': 6000, 'mircashback': 7500}, {'id': 854442, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 79000, 'prices': [79000], 'price': 79000, 'old_price': 79000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 15800, 'miles': 6320, 'mircashback': 7900}]",75000.0,6000,663295_101hotels,2025-04-10
2279586,1,Президентский,2,1,0,1,Люкс,6,1,[{'double': 1}],"[{'number': '1', 'min_age': '0', 'max_age': '3', 'is_extra_bed': '1', 'extra_bed_type_id': '4'}]","[{'id': 854435, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 200000, 'prices': [200000], 'price': 200000, 'old_price': 200000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 40000, 'miles': 8000, 'mircashback': 10000}, {'id': 854436, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 210000, 'prices': [210000], 'price': 210000, 'old_price': 210000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 42000, 'miles': 8000, 'mircashback': 10000}]",200000.0,8000,663295_101hotels,2025-04-10
2286152,0,Стандарт Лофт,2,0,0,1,Двухместный,2,12,"[{'single': 2}, {'double': 1}]",[],"[{'id': 922845, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 45000, 'prices': [45000], 'price': 45000, 'old_price': 45000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9000, 'miles': 3600, 'mircashback': 4500}, {'id': 922846, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 49000, 'prices': [49000], 'price': 49000, 'old_price': 49000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9800, 'miles': 3920, 'mircashback': 4900}]",45000.0,3600,663295_101hotels,2025-04-10
2286154,0,Супериор Лофт,2,0,0,1,Двухместный,2,8,"[{'single': 2}, {'double': 1}]",[],"[{'id': 922847, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 46500, 'prices': [46500], 'price': 46500, 'old_price': 46500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9300, 'miles': 3720, 'mircashback': 4650}, {'id': 922848, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 50500, 'prices': [50500], 'price': 50500, 'old_price': 50500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10100, 'miles': 4040, 'mircashback': 5050}]",46500.0,3720,663295_101hotels,2025-04-10
2286155,0,Супериор Классик,2,0,0,1,Двухместный,2,12,"[{'single': 2}, {'double': 1}]",[],"[{'id': 922849, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 46500, 'prices': [46500], 'price': 46500, 'old_price': 46500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9300, 'miles': 3720, 'mircashback': 4650}, {'id': 922850, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 50500, 'prices': [50500], 'price': 50500, 'old_price': 50500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10100, 'miles': 4040, 'mircashback': 5050}]",46500.0,3720,663295_101hotels,2025-04-10
2286156,0,Супериор Модерн,2,0,0,1,Двухместный,2,7,[{'double': 1}],[],"[{'id': 922853, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 46500, 'prices': [46500], 'price': 46500, 'old_price': 46500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9300, 'miles': 3720, 'mircashback': 4650}, {'id': 922854, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 50500, 'prices': [50500], 'price': 50500, 'old_price': 50500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10100, 'miles': 4040, 'mircashback': 5050}]",46500.0,3720,663295_101hotels,2025-04-10
2286157,0,Супериор Нордик,2,0,0,1,Двухместный,2,3,"[{'single': 2}, {'double': 1}]",[],"[{'id': 922856, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 46500, 'prices': [46500], 'price': 46500, 'old_price': 46500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 9300, 'miles': 3720, 'mircashback': 4650}, {'id': 922857, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 50500, 'prices': [50500], 'price': 50500, 'old_price': 50500, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10100, 'miles': 4040, 'mircashback': 5050}]",46500.0,3720,663295_101hotels,2025-04-10
2286161,0,Делюкс Лофт,2,1,0,1,Двухместный,2,4,"[{'single': 2}, {'double': 1}]",[],"[{'id': 922881, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 51000, 'prices': [51000], 'price': 51000, 'old_price': 51000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10200, 'miles': 4080, 'mircashback': 5100}, {'id': 922882, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 55000, 'prices': [55000], 'price': 55000, 'old_price': 55000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 11000, 'miles': 4400, 'mircashback': 5500}]",51000.0,4080,663295_101hotels,2025-04-10
2286162,0,Делюкс Классик,2,1,0,1,Двухместный,2,1,[{'single': 2}],[],"[{'id': 922885, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 51000, 'prices': [51000], 'price': 51000, 'old_price': 51000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10200, 'miles': 4080, 'mircashback': 5100}, {'id': 922886, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 55000, 'prices': [55000], 'price': 55000, 'old_price': 55000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 11000, 'miles': 4400, 'mircashback': 5500}]",51000.0,4080,663295_101hotels,2025-04-10
2286163,0,Делюкс Модерн,2,1,0,1,Двухместный,2,1,[{'double': 1}],[],"[{'id': 922924, 'force_prepayment': 0, 'capacity': 1, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 51000, 'prices': [51000], 'price': 51000, 'old_price': 51000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 10200, 'miles': 4080, 'mircashback': 5100}, {'id': 922925, 'force_prepayment': 0, 'capacity': 2, 'prepayment': 'NO', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 55000, 'prices': [55000], 'price': 55000, 'old_price': 55000, 'currency': 'RUB', 'payment_amount': 0, 'extras_variants': [], 'extras': [], 'rate_id': 38528, 'deals': [], 'cancellation_type': 'free', 'credit_card': 0, 'bonus': 11000, 'miles': 4400, 'mircashback': 5500}]",51000.0,4080,663295_101hotels,2025-04-10
